DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1016/j.envpol.2017.12.082,Barboza et al. - 2018 - Single and combined effects of microplastics and m.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Single and combined effects of microplastics and m.txt,What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not reported.[next_chunk]The estimated body length of the organism being studied is reported as 7.75 ± 0.293 cm.[next_chunk]NULL[next_chunk]Not Reported.,50,No,
10.1016/j.envpol.2017.12.082,Barboza et al. - 2018 - Single and combined effects of microplastics and m.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Single and combined effects of microplastics and m.txt,What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]Not Reported.,29.30946432,No,
10.1016/j.envpol.2017.12.082,Barboza et al. - 2018 - Single and combined effects of microplastics and m.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Barboza et al. - 2018 - Single and combined effects of microplastics and m.txt,"How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"The excerpt does not provide a clear answer to this question. However, it can be inferred that the microplastics were introduced to the European seabass through the water in which they were exposed during the bioassay.[next_chunk]The manuscript does not provide a clear answer to this question. However, it can be inferred that the microplastics were introduced to the organism through water, as the study used a countercurrent system to expose the juvenile seabass to micropl[next_chunk]NULL[next_chunk]The plastics used in this study were introduced to the organism through ingestion of contaminated food. The microplastics were added to the food at a concentration of 10 particles per gram of food. The food was then fed to the organisms for a period",water,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,"What is the organism group focused on in the study? Acceptable answers are: Algae, Annelida, Bacteria, Cnidaria, Crustacea, Echinodermata, Fish, Insect, Mollusca, Nematoda, Plant, Rotifera, Not Reported.",Organism Group,"The organism group focused on in the study is Crustacea, specifically the freshwater amphipod Hyalella azteca.[next_chunk]Crustacea (specifically, Hyalella azteca)[next_chunk]Crustacea (specifically the freshwater amphipod Hyalella azteca) is the organism group focused on in the study.[next_chunk]Not reported.",Crustacea,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,Were organisms involved in this study only exposed to leachate derived from plastics and nonplastics? Acceptable answers are: Yes or No.,Leachate,No. The organisms were exposed to both fluorescent polyethylene microplastic particles and polypropylene microplastic fibers.[next_chunk]The manuscript does not provide information on whether the organisms involved in the study were exposed only to leachate derived from plastics and nonplastics.[next_chunk]The information provided in the excerpt does not specify whether the organisms involved in the study were only exposed to leachate derived from plastics and nonplastics.[next_chunk]Answer: Yes.,,,Not in old. 
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,Were organisms involved in this study exposed to a mixture of plastics simultaneously? Acceptable answers are: Yes or No.,Mix,"Yes. Organisms were exposed to both fluorescent polyethylene microplastic particles and polypropylene microplastic fibers in individual 250-ml chambers.[next_chunk]The manuscript states that organisms were exposed to either polyethylene microplastic particles or polypropylene microplastic fibers, indicating that they were not exposed to a mixture of plastics simultaneously. Therefore, the answer is No.[next_chunk]Yes.[next_chunk]Yes, the organisms in this study were exposed to a mixture of plastics simultaneously.",,,Not in old. 
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,Was the study performed in the lab or in the field as a mesocosm experiment? Acceptable answers are Mesocosm or Lab.,Study Type,Lab.[next_chunk]Lab.[next_chunk]The study was performed in the lab.[next_chunk]Lab.,,,Not in old. 
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,"Was a negative control, i.e. treatment without plastic particles or leachate used? Acceptable answers are Yes or No. ",Negative Control,"The manuscript does not provide information on whether a negative control was used.[next_chunk]The manuscript does not provide information on whether a negative control was used.[next_chunk]The manuscript does not provide information on whether a negative control was used.[next_chunk]Yes, a negative control was used in this study.",Y,Yes,Interesting it didn't find it until the end. 
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,Was a particle besides plastic tested in one of the treatments (e.g. kaolin)? Acceptable answers are Yes or No.,Reference Particle,No.[next_chunk]No.[next_chunk]No.[next_chunk]No.,N,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test media was used in the exposure? Provide the name of the media or state Not Reported.,Exposure Media,"The test media used in the exposure was hard reconstituted water, but the manuscript does not report the name of the media.[next_chunk]The manuscript does not report the name of the test media used in the exposure.[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.",hard reconstituted water,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test solvent was used in the exposure? Provide the name of the solvent or state Not Reported.,Exposure Solvent,Not reported.[next_chunk]The manuscript does not report the name of the test solvent used in the exposure.[next_chunk]Not reported.[next_chunk]Not Reported.,ethanol,No,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test detergent was used in the exposure? Provide the name of the detergent or state Not Reported.,Exposure Detergent,The name of the detergent used in the exposure was not reported in the manuscript.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test ph of the media was used in the exposure? Provide the name of the ph or state Not Reported.,Exposure Media pH,"The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]As per the manuscript, the test pH of the media used in the exposure was not reported.",,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test salinity was used in the exposure? Provide the salinity or state Not Reported.,Exposure Media Salinity,The salinity used in the exposure was not reported.[next_chunk]Not reported.[next_chunk]The test salinity used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,"What is the species focused on in the study? Acceptable answers are the scientific species name or """"Not reported"""".",Species,The species focused on in the study is Hyalella azteca.[next_chunk]Hyalella azteca.[next_chunk]Hyalella azteca.[next_chunk]Not reported.,Hyalella azteca,Yes,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test tempurature was used pu the exposure? Provide the tempurature or state Not Reported.,Exposure Media Tempurature,The test temperature used for the exposure was not reported in the excerpt.[next_chunk]The temperature used for the exposure test was not reported in the excerpt.[next_chunk]The test temperature used in the exposure was not reported in the excerpt.[next_chunk]The test temperature used for the exposure was not reported in the manuscript.,25,No,
10.1002/etc.3093,Au et al. - 2015 - Responses of Hyalella azteca to acute and c.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Au et al. - 2015 - Responses of Hyalella azteca to acute and c.txt,What test duration was used at the exposure? Provide the duration or state Not Reported.,Exposure Duration,"The test duration used at the exposure was reported for different experiments. The duration for acute bioassays was 10 days, while the chronic bioassay was conducted for 42 days. However, it is not reported for some experiments.[next_chunk]The test duration used at the exposure is not reported in the excerpt.[next_chunk]The test duration used at the exposure is not reported in the excerpt.[next_chunk]Not Reported.",10 and 42,Yes,Pretty impressive
